Número da OS;Mina;Complexo Mineiro;Estrutura;Local de Instalação;Código do Instrumento;Tipo de Instrumento;Subtipo de Instrumento;Origem da Medição;Tipo de Coleta;Tipo de Medição;Situação da Medição;Justificativa de não Medição;Condição Adversa;Observação;Sensor;Data de Medição;Hora da Medição;Outlier;Grandeza física;Valor;Unidade de Medida;Deslocamento Leste;Unidade de Medida (X);Deslocamento Cota;Unidade de Medida (Z);Deslocamento Norte;Unidade de Medida (AB)
42949;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTET002;Extensômetro;Triaxial;WEB;Manual;;Realizada;;;;Padrão;22/04/2009;09:00;;Vetor deslocamento;1,0;mm;26,3;mm;35,6;mm;29,2;mm
42949;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTET002;Extensômetro;Triaxial;WEB;Manual;;Realizada;;;;Padrão;23/04/2009;09:00;;Vetor deslocamento;1,0;mm;35,7;mm;28,9;mm;26,1;mm
42949;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTET002;Extensômetro;Triaxial;WEB;Manual;;Realizada;;;;Padrão;29/04/2009;09:00;;Vetor deslocamento;1,0;mm;29,2;mm;35,9;mm;26,2;mm
42949;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTET002;Extensômetro;Triaxial;WEB;Manual;;Realizada;;;;Padrão;06/05/2009;09:00;;Vetor deslocamento;1,0;mm;26,0;mm;26,4;mm;29,1;mm
42949;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTET002;Extensômetro;Triaxial;WEB;Manual;;Realizada;;;;Padrão;13/05/2009;09:00;;Vetor deslocamento;1,0;mm;26,1;mm;36,1;mm;29,3;mm
42949;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTET002;Extensômetro;Triaxial;WEB;Manual;;Realizada;;;;Padrão;18/05/2009;09:00;;Vetor deslocamento;1,0;mm;26,1;mm;36,0;mm;29,2;mm
42949;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTET002;Extensômetro;Triaxial;WEB;Manual;;Realizada;;;;Padrão;20/05/2009;09:00;;Vetor deslocamento;1,0;mm;26,2;mm;36,3;mm;29,4;mm
42949;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTET002;Extensômetro;Triaxial;WEB;Manual;;Realizada;;;;Padrão;27/05/2009;09:00;;Vetor deslocamento;1,0;mm;26,2;mm;36,3;mm;29,4;mm
42949;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTET002;Extensômetro;Triaxial;WEB;Manual;;Realizada;;;;Padrão;03/06/2009;09:00;;Vetor deslocamento;1,0;mm;26,1;mm;36,5;mm;29,2;mm
42949;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTET002;Extensômetro;Triaxial;WEB;Manual;;Realizada;;;;Padrão;10/06/2009;09:00;;Vetor deslocamento;1,0;mm;26,1;mm;36,5;mm;29,2;mm
42949;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTET002;Extensômetro;Triaxial;WEB;Manual;;Realizada;;;;Padrão;17/06/2009;09:00;;Vetor deslocamento;1,0;mm;26,3;mm;36,4;mm;29,5;mm
42949;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTET002;Extensômetro;Triaxial;WEB;Manual;;Realizada;;;;Padrão;18/06/2009;09:00;;Vetor deslocamento;1,0;mm;26,0;mm;36,4;mm;29,3;mm
42949;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTET002;Extensômetro;Triaxial;WEB;Manual;;Realizada;;;;Padrão;01/07/2009;09:00;;Vetor deslocamento;1,0;mm;26,1;mm;36,3;mm;29,5;mm
42949;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTET002;Extensômetro;Triaxial;WEB;Manual;;Realizada;;;;Padrão;08/07/2009;09:00;;Vetor deslocamento;1,0;mm;26,1;mm;36,6;mm;29,5;mm
42949;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTET002;Extensômetro;Triaxial;WEB;Manual;;Realizada;;;;Padrão;13/07/2009;09:00;;Vetor deslocamento;1,0;mm;26,0;mm;36,6;mm;29,9;mm
42949;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTET002;Extensômetro;Triaxial;WEB;Manual;;Realizada;;;;Padrão;22/07/2009;09:00;;Vetor deslocamento;1,0;mm;25,9;mm;36,7;mm;29,6;mm
42949;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTET002;Extensômetro;Triaxial;WEB;Manual;;Realizada;;;;Padrão;04/08/2009;09:00;;Vetor deslocamento;1,0;mm;26,0;mm;36,7;mm;29,7;mm
42949;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTET002;Extensômetro;Triaxial;WEB;Manual;;Realizada;;;;Padrão;12/08/2009;09:00;;Vetor deslocamento;1,0;mm;25,9;mm;36,9;mm;29,7;mm
