Número da OS;Mina;Complexo Mineiro;Estrutura;Local de Instalação;Código do Instrumento;Tipo de Instrumento;Subtipo de Instrumento;Origem da Medição;Tipo de Coleta;Tipo de Medição;Situação da Medição;Justificativa de não Medição;Condição Adversa;Observação;Sensor;Data de Medição;Hora da Medição;Outlier;Grandeza física;Valor;Unidade de Medida;Leitura;Unidade de Medida (X)
200710;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Realizada;;;;CMT_DHP-43/18;11/09/2019;09:59;;Vazão;0,06389;LPS;0,23;MCH
201686;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-43/18;18/09/2019;10:20;;Vazão;0,05833;LPS;0,21;MCH
202638;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;Histórico;;Monitoramento realizado com chuva com risco de queda.;;26/09/2019;11:16;;;;;;
203636;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-43/18;02/10/2019;10:58;;Vazão;0,04722;LPS;0,17;MCH
204808;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-43/18;09/10/2019;10:11;;Vazão;0,03056;LPS;0,11;MCH
205692;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-43/18;18/10/2019;10:12;;Vazão;0,03889;LPS;0,14;MCH
272798;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;FILITO BATATAL;DHP-39/15 CMT;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Não Realizada;Sem acesso;;Acesso danificando divido chuva;;10/12/2020;09:22;;;;;;
271249;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;FILITO BATATAL;DHP-39/15 CMT;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;Instrumento Danificado;;;;03/12/2020;13:17;;;;;;
264672;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;FILITO BATATAL;DHP-39/15 CMT;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;Instrumento Danificado;;;;27/10/2020;09:30;;;;;;
263299;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;FILITO BATATAL;DHP-39/15 CMT;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Não Realizada;Instrumento Danificado;;;;22/10/2020;09:08;;;;;;
262158;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;FILITO BATATAL;DHP-39/15 CMT;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;Instrumento Danificado;;;;07/10/2020;09:45;;;;;;
260555;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;FILITO BATATAL;DHP-39/15 CMT;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;Instrumento Danificado;;;;29/09/2020;09:07;;;;;;
259389;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;FILITO BATATAL;DHP-39/15 CMT;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Não Realizada;Instrumento Danificado;;;;23/09/2020;09:13;;;;;;
258033;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;FILITO BATATAL;DHP-39/15 CMT;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;Instrumento Danificado;;;;16/09/2020;09:45;;;;;;
256919;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;FILITO BATATAL;DHP-39/15 CMT;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Não Realizada;Sem acesso;;Berma bloqueada devido lavra;;10/09/2020;11:08;;;;;;
255394;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;FILITO BATATAL;DHP-39/15 CMT;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;Instrumento Danificado;;;;04/09/2020;09:47;;;;;;
254241;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;FILITO BATATAL;DHP-39/15 CMT;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;Instrumento Danificado;;;;26/08/2020;09:35;;;;;;
253147;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;FILITO BATATAL;DHP-39/15 CMT;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Não Realizada;Instrumento Danificado;;;;19/08/2020;09:39;;;;;;
251871;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;FILITO BATATAL;DHP-39/15 CMT;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Não Realizada;Instrumento Danificado;;;;13/08/2020;09:50;;;;;;
250822;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;FILITO BATATAL;DHP-39/15 CMT;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Não Realizada;Instrumento Danificado;;;;06/08/2020;09:30;;;;;;
249309;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;FILITO BATATAL;DHP-39/15 CMT;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;Sem acesso;;;;27/07/2020;12:40;;;;;;
248218;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;FILITO BATATAL;DHP-39/15 CMT;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;Sem acesso;;;;21/07/2020;12:05;;;;;;
245912;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;FILITO BATATAL;DHP-39/15 CMT;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Não Realizada;Instrumento Danificado;;;;07/07/2020;09:09;;;;;;
244461;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;FILITO BATATAL;DHP-39/15 CMT;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Não Realizada;Instrumento Danificado;;;;03/07/2020;09:45;;;;;;
243195;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;FILITO BATATAL;DHP-39/15 CMT;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;Instrumento Danificado;;;;24/06/2020;09:10;;;;;;
274436;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;FILITO BATATAL;DHP-39/15 CMT;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Não Realizada;Instrumento Danificado;;;;15/12/2020;08:45;;;;;;
276984;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;FILITO BATATAL;DHP-39/15 CMT;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Não Realizada;Instrumento Danificado;;;;30/12/2020;08:47;;;;;;
278256;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;FILITO BATATAL;DHP-39/15 CMT;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;Sem acesso;;;;08/01/2021;09:19;;;;;;
279891;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;FILITO BATATAL;DHP-39/15 CMT;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Não Realizada;Instrumento Danificado;;;;14/01/2021;08:45;;;;;;
281051;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;FILITO BATATAL;DHP-39/15 CMT;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Não Realizada;Instrumento Danificado;;;;21/01/2021;08:58;;;;;;
282489;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;FILITO BATATAL;DHP-39/15 CMT;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;Instrumento Danificado;;;;27/01/2021;08:50;;;;;;
283695;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;FILITO BATATAL;DHP-39/15 CMT;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;Instrumento Danificado;;;;03/02/2021;09:10;;;;;;
285317;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;FILITO BATATAL;DHP-39/15 CMT;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;Acumulado próximo dia;;;;12/02/2021;08:04;;;;;;
286810;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;FILITO BATATAL;DHP-39/15 CMT;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;Feriado;;;;18/02/2021;09:14;;;;;;
288121;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;FILITO BATATAL;DHP-39/15 CMT;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;Histórico;;O.S Duplicada.;;24/02/2021;09:25;;;;;;
291023;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;FILITO BATATAL;DHP-39/15 CMT;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Não Realizada;Instrumento Danificado;;;;05/03/2021;08:47;;;;;;
292500;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;FILITO BATATAL;DHP-39/15 CMT;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;Instrumento Danificado;;;;11/03/2021;08:41;;;;;;
293781;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;FILITO BATATAL;DHP-39/15 CMT;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;Veículo em Manutenção;;;;19/03/2021;15:23;;;;;;
214582;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;FILITO BATATAL;DHP-39/15 CMT;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Realizada;;;;Padrão;18/12/2019;10:58;;Vazão;0,29167;LPS;1,05;MCH
295201;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;FILITO BATATAL;DHP-39/15 CMT;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;Acumulado próximo dia;;;;25/03/2021;13:27;;;;;;
296477;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;FILITO BATATAL;DHP-39/15 CMT;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;Instrumento Danificado;;;;01/04/2021;08:50;;;;;;
175926;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-40/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;Histórico;;Não realizado devido ao apoio nas Barragem do Pico.;;27/02/2019;15:24;;;;;;
185910;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-40/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Manual;;Realizada;;;;CMT_DHP-40/18;23/05/2019;11:33;;Vazão;0,21389;LPS;0,77;MCH
198455;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-40/18;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Realizada;;;;CMT_DHP-40/18;28/08/2019;10:44;;Vazão;0,23333;LPS;0,84;MCH
203636;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-40/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-40/18;02/10/2019;11:06;;Vazão;0,26667;LPS;0,96;MCH
216369;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-40/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-40/18;03/01/2020;10:53;;Vazão;0,25556;LPS;0,92;MCH
228562;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-40/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-40/18;27/03/2020;10:44;;Vazão;0,45833;LPS;1,65;MCH
229588;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-40/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-40/18;03/04/2020;08:34;;Vazão;0,41667;LPS;1,5;MCH
235221;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-40/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-40/18;06/05/2020;09:42;;Vazão;0,46667;LPS;1,68;MCH
239732;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-40/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-40/18;03/06/2020;08:59;;Vazão;0,43889;LPS;1,58;MCH
258033;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-40/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-40/18;16/09/2020;09:32;;Vazão;0,34;LPS;1,224;MCH
262158;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-40/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-40/18;07/10/2020;09:53;;Vazão;0,29778;LPS;1,072;MCH
263299;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-40/18;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Realizada;;;;CMT_DHP-40/18;22/10/2020;08:55;;Vazão;0,27833;LPS;1,002;MCH
268662;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-40/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-40/18;17/11/2020;09:09;;Vazão;0,28278;LPS;1,018;MCH
278256;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-40/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;Sem acesso;;;;08/01/2021;09:19;;;;;;
286810;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-40/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;Feriado;;;;18/02/2021;09:15;;;;;;
298150;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-40/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-40/18;08/04/2021;09:15;;Vazão;0,28917;LPS;1,041;MCH
300740;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-40/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-40/18;23/04/2021;09:26;;Vazão;0,28417;LPS;1,023;MCH
304013;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-40/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;Acumulado próximo dia;;;;07/05/2021;14:55;;;;;;
185910;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;FILITO BATATAL;DHP-39/15 CMT;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Manual;;Não Realizada;Histórico;;Sem acesso;;23/05/2019;12:30;;;;;;
305301;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-40/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-40/18;13/05/2021;09:06;;Vazão;0,27306;LPS;0,983;MCH
307886;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-40/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-40/18;27/05/2021;08:55;;Vazão;0,275;LPS;0,99;MCH
309224;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-40/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;EQUIPE NÃO AUTORIZADA;;Problemas com crachá na cancela de CMT;;02/06/2021;13:30;;;;;;
310847;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-40/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-40/18;11/06/2021;10:26;;Vazão;0,25778;LPS;0,928;MCH
314688;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-40/18;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Realizada;;;;CMT_DHP-40/18;01/07/2021;09:57;;Vazão;0,25556;LPS;0,92;MCH
317550;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-40/18;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Realizada;;;;CMT_DHP-40/18;12/07/2021;12:42;;Vazão;0,22944;LPS;0,826;MCH
318934;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-40/18;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Realizada;;;;CMT_DHP-40/18;21/07/2021;09:19;;Vazão;0,24306;LPS;0,875;MCH
320234;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-40/18;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Realizada;;;;CMT_DHP-40/18;28/07/2021;10:19;;Vazão;0,23361;LPS;0,841;MCH
321945;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-40/18;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Não Realizada;Sem acesso;;;;04/08/2021;08:56;;;;;;
323116;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-40/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;Sem acesso;;;;11/08/2021;08:57;;;;;;
324439;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-40/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-40/18;16/08/2021;10:02;;Vazão;0,205;LPS;0,738;MCH
325706;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-40/18;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Realizada;;;;CMT_DHP-40/18;25/08/2021;09:05;;Vazão;0,22306;LPS;0,803;MCH
328583;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-40/18;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Realizada;;;;CMT_DHP-40/18;10/09/2021;09:46;;Vazão;0,215;LPS;0,774;MCH
332470;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-40/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-40/18;27/09/2021;10:46;;Vazão;0,19861;LPS;0,715;MCH
335366;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-40/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;Feriado;;;;12/10/2021;09:19;;;;;;
338189;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-40/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-40/18;26/10/2021;13:52;;Vazão;0,19689;LPS;0,70880;MCH
340264;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-40/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-40/18;05/11/2021;09:29;;Vazão;0,20611;LPS;0,742;MCH
341713;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-40/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;Sem acesso;;mina fechada;;12/11/2021;09:20;;;;;;
343014;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-40/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;Sem acesso;;;;18/11/2021;12:35;;;;;;
344469;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-40/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;Profissional em treinamento;;;;24/11/2021;07:58;;;;;;
182167;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-41/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;Instrumento assoreado;;Soterramento de DHP;;23/04/2019;11:50;;;;;;
196500;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-41/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;Instrumento assoreado;;;;13/08/2019;10:05;;;;;;
202638;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-41/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-41/18;26/09/2019;11:25;;Vazão;0,05833;LPS;0,21;MCH
206645;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-41/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-41/18;22/10/2019;09:53;;Vazão;0,05556;LPS;0,2;MCH
207564;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-41/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-41/18;30/10/2019;10:22;;Vazão;0,05278;LPS;0,19;MCH
218408;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-41/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-41/18;16/01/2020;12:19;;Vazão;0,06111;LPS;0,22;MCH
249309;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-41/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;Instrumento assoreado;;;;27/07/2020;11:05;;;;;;
263299;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-41/18;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Não Realizada;Instrumento assoreado;;;;22/10/2020;09:07;;;;;;
276984;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-41/18;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Não Realizada;Instrumento assoreado;;;;30/12/2020;08:52;;;;;;
278256;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-41/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;Sem acesso;;;;08/01/2021;12:19;;;;;;
286810;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-41/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;Feriado;;;;18/02/2021;09:16;;;;;;
340264;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-41/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-41/18;05/11/2021;09:36;;Vazão;0,10667;LPS;0,384;MCH
341713;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-41/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;Sem acesso;;mina fechada;;12/11/2021;09:20;;;;;;
343014;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-41/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;Sem acesso;;;;18/11/2021;12:35;;;;;;
344469;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-41/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;Profissional em treinamento;;;;24/11/2021;07:58;;;;;;
196500;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-42/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-42/18;13/08/2019;09:25;;Vazão;1,54167;LPS;5,55;MCH
202638;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-42/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-42/18;26/09/2019;11:14;;Vazão;1,45556;LPS;5,24;MCH
206645;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-42/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-42/18;22/10/2019;10:25;;Vazão;1,55278;LPS;5,59;MCH
207564;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-42/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-42/18;30/10/2019;10:35;;Vazão;1,32778;LPS;4,78;MCH
218408;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-42/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-42/18;16/01/2020;12:34;;Vazão;1,54167;LPS;5,55;MCH
263299;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-42/18;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Realizada;;;;CMT_DHP-42/18;22/10/2020;09:17;;Vazão;1,37722;LPS;4,958;MCH
235221;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-42/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-42/18;06/05/2020;09:57;;Vazão;1,55;LPS;5,58;MCH
312026;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-40/18;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Realizada;;;;CMT_DHP-40/18;18/06/2021;08:57;;Vazão;0,27083;LPS;0,975;MCH
334174;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-40/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-40/18;07/10/2021;11:59;;Vazão;0,21;LPS;0,756;MCH
334174;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-41/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-41/18;07/10/2021;12:01;;Vazão;0,09889;LPS;0,356;MCH
