Número da OS;Mina;Complexo Mineiro;Estrutura;Local de Instalação;Código do Instrumento;Tipo de Instrumento;Subtipo de Instrumento;Origem da Medição;Tipo de Coleta;Tipo de Medição;Situação da Medição;Justificativa de não Medição;Condição Adversa;Observação;Sensor;Data de Medição;Hora da Medição;Outlier;Grandeza física;Valor;Unidade de Medida;Leitura;Unidade de Medida (X)
254241;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-42/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;Sem acesso;;;;26/08/2020;09:30;;;;;;
262158;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-42/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-42/18;07/10/2020;10:09;;Vazão;1,41833;LPS;5,106;MCH
286810;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-42/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;Feriado;;;;18/02/2021;09:18;;;;;;
312026;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-42/18;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Realizada;;;;CMT_DHP-42/18;18/06/2021;09:15;;Vazão;1,36778;LPS;4,924;MCH
334174;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-42/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-42/18;07/10/2021;12:12;;Vazão;1,25444;LPS;4,516;MCH
336896;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-42/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;Sem acesso;;;;21/10/2021;09:57;;;;;;
343014;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-42/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;Sem acesso;;;;18/11/2021;12:35;;;;;;
344469;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-42/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;Profissional em treinamento;;;;24/11/2021;07:59;;;;;;
206645;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-43/18;22/10/2019;09:40;;Vazão;0,03611;LPS;0,13;MCH
207564;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-43/18;30/10/2019;09:51;;Vazão;0,03333;LPS;0,12;MCH
208752;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Realizada;;;;CMT_DHP-43/18;05/11/2019;09:46;;Vazão;0,03333;LPS;0,12;MCH
209628;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Realizada;;;;CMT_DHP-43/18;12/11/2019;09:36;;Vazão;0,03333;LPS;0,12;MCH
210587;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Realizada;;;;CMT_DHP-43/18;20/11/2019;09:53;;Vazão;0,03333;LPS;0,12;MCH
211468;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Realizada;;;;CMT_DHP-43/18;27/11/2019;10:58;;Vazão;0,03333;LPS;0,12;MCH
212743;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Realizada;;;;CMT_DHP-43/18;03/12/2019;09:40;;Vazão;0,03333;LPS;0,12;MCH
213624;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-43/18;10/12/2019;09:44;;Vazão;0,03889;LPS;0,14;MCH
214582;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Realizada;;;;CMT_DHP-43/18;18/12/2019;10:39;;Vazão;0,04167;LPS;0,15;MCH
215483;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-43/18;27/12/2019;11:20;;Vazão;0,04167;LPS;0,15;MCH
216369;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-43/18;03/01/2020;11:05;;Vazão;0,04167;LPS;0,15;MCH
217563;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-43/18;10/01/2020;10:59;;Vazão;0,03611;LPS;0,13;MCH
218408;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-43/18;16/01/2020;12:07;;Vazão;0,06389;LPS;0,23;MCH
219421;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;Sem acesso;;;;23/01/2020;10:00;;;;;;
220278;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-43/18;31/01/2020;11:50;;Vazão;0,08056;LPS;0,29;MCH
221608;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-43/18;04/02/2020;11:09;;Vazão;0,57778;LPS;2,08;MCH
222472;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-43/18;12/02/2020;12:45;;Vazão;0,10833;LPS;0,39;MCH
223524;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-43/18;18/02/2020;11:35;;Vazão;0,11111;LPS;0,4;MCH
224435;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-43/18;28/02/2020;09:58;;Vazão;0,10278;LPS;0,37;MCH
225758;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Realizada;;;;CMT_DHP-43/18;03/03/2020;11:23;;Vazão;0,11944;LPS;0,43;MCH
226636;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-43/18;10/03/2020;09:40;;Vazão;0,11944;LPS;0,43;MCH
227685;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Realizada;;;;CMT_DHP-43/18;19/03/2020;14:25;;Vazão;0,13056;LPS;0,47;MCH
228562;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Realizada;;;;CMT_DHP-43/18;27/03/2020;11:00;;Vazão;0,13333;LPS;0,48;MCH
229588;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Realizada;;;;CMT_DHP-43/18;03/04/2020;08:34;;Vazão;0,15;LPS;0,54;MCH
230855;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Realizada;;;;CMT_DHP-43/18;08/04/2020;12:10;;Vazão;0,12778;LPS;0,46;MCH
231821;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Realizada;;;;CMT_DHP-43/18;15/04/2020;10:30;;Vazão;0,175;LPS;0,63;MCH
232871;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-43/18;23/04/2020;09:02;;Vazão;0,15833;LPS;0,57;MCH
233844;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-43/18;03/05/2020;13:51;;Vazão;0,14444;LPS;0,52;MCH
235221;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-43/18;06/05/2020;09:33;;Vazão;0,14472;LPS;0,521;MCH
236278;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-43/18;15/05/2020;09:10;;Vazão;0,13306;LPS;0,479;MCH
237405;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-43/18;21/05/2020;08:56;;Vazão;0,10417;LPS;0,375;MCH
238415;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-43/18;27/05/2020;11:27;;Vazão;0,14917;LPS;0,537;MCH
239732;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-43/18;03/06/2020;09:10;;Vazão;0,13139;LPS;0,473;MCH
240874;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Realizada;;;;CMT_DHP-43/18;10/06/2020;09:53;;Vazão;0,13056;LPS;0,47;MCH
241945;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-43/18;17/06/2020;09:16;;Vazão;0,13333;LPS;0,48;MCH
243195;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-43/18;24/06/2020;10:09;;Vazão;0,13056;LPS;0,47;MCH
244461;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Realizada;;;;CMT_DHP-43/18;03/07/2020;10:05;;Vazão;0,14278;LPS;0,514;MCH
245912;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Realizada;;;;CMT_DHP-43/18;07/07/2020;09:21;;Vazão;0,12639;LPS;0,455;MCH
246988;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-43/18;15/07/2020;08:51;;Vazão;0,13028;LPS;0,469;MCH
248218;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-43/18;21/07/2020;10:32;;Vazão;0,12056;LPS;0,434;MCH
249309;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-43/18;27/07/2020;10:42;;Vazão;0,11944;LPS;0,43;MCH
250822;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Realizada;;;;CMT_DHP-43/18;06/08/2020;09:26;;Vazão;0,1225;LPS;0,441;MCH
251871;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Realizada;;;;CMT_DHP-43/18;13/08/2020;09:32;;Vazão;0,12222;LPS;0,44;MCH
253147;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Realizada;;;;CMT_DHP-43/18;19/08/2020;09:24;;Vazão;0,11944;LPS;0,43;MCH
254241;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;Sem acesso;;;;26/08/2020;09:20;;;;;;
255394;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-43/18;04/09/2020;09:37;;Vazão;0,12194;LPS;0,439;MCH
256919;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Não Realizada;Sem acesso;;Berma bloqueada devido lavra;;10/09/2020;11:08;;;;;;
258033;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-43/18;16/09/2020;09:32;;Vazão;0,12028;LPS;0,433;MCH
259389;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Realizada;;;;CMT_DHP-43/18;23/09/2020;09:11;;Vazão;0,11611;LPS;0,418;MCH
260555;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-43/18;29/09/2020;09:29;;Vazão;0,12222;LPS;0,44;MCH
262158;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-43/18;07/10/2020;10:03;;Vazão;0,11;LPS;0,396;MCH
263299;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Realizada;;;;CMT_DHP-43/18;22/10/2020;09:05;;Vazão;0,10722;LPS;0,386;MCH
264672;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-43/18;27/10/2020;10:52;;Vazão;0,10556;LPS;0,38;MCH
265824;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Realizada;;;;CMT_DHP-43/18;05/11/2020;09:02;;Vazão;0,11389;LPS;0,41;MCH
267488;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-43/18;11/11/2020;09:00;;Vazão;0,11139;LPS;0,401;MCH
268662;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-43/18;17/11/2020;09:24;;Vazão;0,12111;LPS;0,436;MCH
270046;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-43/18;26/11/2020;10:30;;Vazão;0,12833;LPS;0,462;MCH
271249;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-43/18;03/12/2020;12:42;;Vazão;0,11861;LPS;0,427;MCH
272798;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Não Realizada;Sem acesso;;Acesso danificando divido chuva;;10/12/2020;09:22;;;;;;
274436;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Realizada;;;;CMT_DHP-43/18;15/12/2020;09:29;;Vazão;0,12167;LPS;0,438;MCH
275580;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;Acumulado próximo dia;;;;23/12/2020;15:49;;;;;;
276984;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Realizada;;;;CMT_DHP-43/18;30/12/2020;09:18;;Vazão;0,13278;LPS;0,478;MCH
278256;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;Sem acesso;;;;08/01/2021;09:19;;;;;;
279891;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Realizada;;;;CMT_DHP-43/18;14/01/2021;09:13;;Vazão;0,135;LPS;0,486;MCH
281051;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Realizada;;;;CMT_DHP-43/18;21/01/2021;09:44;;Vazão;0,13778;LPS;0,496;MCH
282489;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-43/18;27/01/2021;09:17;;Vazão;0,13722;LPS;0,494;MCH
283695;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-43/18;03/02/2021;10:15;;Vazão;0,1375;LPS;0,495;MCH
285317;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;Acumulado próximo dia;;;;12/02/2021;08:06;;;;;;
286810;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;Feriado;;;;18/02/2021;09:19;;;;;;
288121;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;Histórico;;O.S Duplicada.;;24/02/2021;09:26;;;;;;
289485;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Realizada;;;;CMT_DHP-43/18;25/02/2021;09:16;;Vazão;0,14806;LPS;0,533;MCH
291023;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Realizada;;;;CMT_DHP-43/18;05/03/2021;09:13;;Vazão;0,16361;LPS;0,589;MCH
292500;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-43/18;11/03/2021;09:31;;Vazão;0,15806;LPS;0,569;MCH
293781;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;Veículo em Manutenção;;;;19/03/2021;15:29;;;;;;
295201;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;Acumulado próximo dia;;;;25/03/2021;13:38;;;;;;
296477;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-43/18;01/04/2021;09:10;;Vazão;0,15389;LPS;0,554;MCH
298150;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-43/18;08/04/2021;09:25;;Vazão;0,16167;LPS;0,582;MCH
299334;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-43/18;15/04/2021;09:27;;Vazão;0,15611;LPS;0,562;MCH
300740;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-43/18;23/04/2021;09:35;;Vazão;0,15139;LPS;0,545;MCH
301905;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;Equipe reduzida - COVID-19;;;;03/05/2021;09:35;;;;;;
304013;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;Acumulado próximo dia;;;;07/05/2021;14:57;;;;;;
305301;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-43/18;13/05/2021;09:17;;Vazão;0,15139;LPS;0,545;MCH
306674;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-43/18;20/05/2021;09:08;;Vazão;0,14778;LPS;0,532;MCH
307886;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-43/18;27/05/2021;09:03;;Vazão;0,14361;LPS;0,517;MCH
309224;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Não Realizada;EQUIPE NÃO AUTORIZADA;;Problemas com crachá na cancela de CMT;;02/06/2021;13:30;;;;;;
310847;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;WEB;Automatizada;;Realizada;;;;CMT_DHP-43/18;11/06/2021;11:00;;Vazão;0,14056;LPS;0,506;MCH
312026;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Realizada;;;;CMT_DHP-43/18;18/06/2021;09:06;;Vazão;0,1425;LPS;0,513;MCH
313437;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Realizada;;;;CMT_DHP-43/18;24/06/2021;09:41;;Vazão;0,14139;LPS;0,509;MCH
314688;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Realizada;;;;CMT_DHP-43/18;01/07/2021;10:19;;Vazão;0,13333;LPS;0,48;MCH
316370;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Realizada;;;;CMT_DHP-43/18;07/07/2021;09:36;;Vazão;0,13;LPS;0,468;MCH
317550;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Realizada;;;;CMT_DHP-43/18;12/07/2021;13:00;;Vazão;0,12639;LPS;0,455;MCH
318934;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Realizada;;;;CMT_DHP-43/18;21/07/2021;09:55;;Vazão;0,11889;LPS;0,428;MCH
320234;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMT_DHP-43/18;Medidor de Vazão;Dreno Horizontal Profundo;MOBILE;Automatizada;;Realizada;;;;CMT_DHP-43/18;28/07/2021;10:36;;Vazão;0,11778;LPS;0,424;MCH
