Número da OS;Mina;Complexo Mineiro;Estrutura;Local de Instalação;Código do Instrumento;Tipo de Instrumento;Subtipo de Instrumento;Origem da Medição;Tipo de Coleta;Tipo de Medição;Situação da Medição;Justificativa de não Medição;Condição Adversa;Observação;Sensor;Data de Medição;Hora da Medição;Outlier;Grandeza física;Valor;Unidade de Medida;Leitura;Unidade de Medida (X)
15117;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO010;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Realizada;;;.;Padrão;18/05/2009;00:00;;Vazão;0,22361;LPS;0,805;MCH
23513;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO010;Medidor de Vazão;Medição Direta;WEB;Manual;;Realizada;;;Leituras realizadas com a utilização de recipiente graduado.;Padrão;05/03/2009;00:00;;Vazão;0,20833;LPS;0,75;MCH
23865;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO010;Medidor de Vazão;Medição Direta;WEB;Manual;;Realizada;;;Leitura efetuada com recipiente de volume aferido.;Padrão;13/02/2009;00:00;;Vazão;0,16861;LPS;0,607;MCH
17405;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO010;Medidor de Vazão;Medição Direta;WEB;Manual;;Realizada;;;Medição efetuada pela equipe da Engecaf com a utilização de recipiente graduado;Padrão;10/02/2009;00:00;;Vazão;0,16833;LPS;0,606;MCH
36489;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO015;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Erro na programação da OS;;25/06/2010;00:00;;;;;;
36489;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO015;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Erro na programação da OS;;26/06/2010;00:00;;;;;;
36489;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO015;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Erro na programação da OS;;27/06/2010;00:00;;;;;;
36489;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO015;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Erro na programação da OS;;28/06/2010;00:00;;;;;;
36489;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO015;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Erro na programação da OS;;29/06/2010;00:00;;;;;;
36489;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO015;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Erro na programação da OS;;30/06/2010;00:00;;;;;;
36489;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO015;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Erro na programação da OS;;01/07/2010;00:00;;;;;;
37396;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO015;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Danificado;;18/07/2010;00:00;;;;;;
37276;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO015;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Sem condições de medição;;18/08/2010;00:00;;;;;;
38762;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO015;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Sem condições de realizar medição;;09/09/2010;00:00;;;;;;
11232;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO015;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Destruído;;18/10/2010;00:00;;;;;;
14087;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO013;Medidor de Vazão;Medição Direta;WEB;Manual;;Realizada;;;Medição realizada com recipiente aferido.;Padrão;05/02/2009;00:00;;Vazão;0,63056;LPS;2,27;MCH
17405;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO013;Medidor de Vazão;Medição Direta;WEB;Manual;;Realizada;;;Medição efetuada pela equipe da Engecaf com a utilização de recipiente graduado;Padrão;10/02/2009;00:00;;Vazão;0,40556;LPS;1,46;MCH
23865;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO013;Medidor de Vazão;Medição Direta;WEB;Manual;;Realizada;;;Leitura efetuada com recipiente de volume aferido.;Padrão;13/02/2009;00:00;;Vazão;0,40556;LPS;1,46;MCH
23438;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO013;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Realizada;;;Leitura direta;Padrão;18/02/2009;00:00;;Vazão;0,40556;LPS;1,46;MCH
17404;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO013;Medidor de Vazão;Medição Direta;WEB;Manual;;Realizada;;;Medição efetuada pela equipe da Engecaf com a utilização de recipiente graduado;Padrão;02/03/2009;00:00;;Vazão;0,1875;LPS;0,675;MCH
23513;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO013;Medidor de Vazão;Medição Direta;WEB;Manual;;Realizada;;;Leituras realizadas com a utilização de recipiente graduado.;Padrão;05/03/2009;00:00;;Vazão;0,20278;LPS;0,73;MCH
15537;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO013;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Já lançado em OS especial;;18/04/2009;00:00;;;;;;
15117;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO013;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Realizada;;;.;Padrão;18/05/2009;00:00;;Vazão;0,16111;LPS;0,58;MCH
25355;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO013;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Realizada;;;Leitura efetuada pela engecaf com balde e becker graduado.;Padrão;18/06/2009;00:00;;Vazão;0,15556;LPS;0,56;MCH
27019;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO013;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Realizada;;;Medido com recipientes graduados.;Padrão;06/07/2009;00:00;;Vazão;0,15;LPS;0,54;MCH
27836;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO013;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Realizada;;;Medição efetuada pela equipe da Engecaf com o uso de vasilhame graduado.;Padrão;04/08/2009;00:00;;Vazão;0,13611;LPS;0,49;MCH
28704;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO013;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Realizada;;;Realizado com recipiente graduado.;Padrão;01/09/2009;00:00;;Vazão;0,125;LPS;0,45;MCH
29258;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO013;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Realizada;;;.;Padrão;19/10/2009;01:00;;Vazão;0,1;LPS;0,36;MCH
30060;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO013;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Realizada;;;.;Padrão;18/11/2009;00:00;;Vazão;0,09667;LPS;0,348;MCH
31193;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO013;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Realizada;;;.;Padrão;18/12/2009;00:00;;Vazão;0,09611;LPS;0,346;MCH
33537;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO013;Medidor de Vazão;Medição Direta;WEB;Manual;;Não Realizada;;;Dreno soterrado.;;12/01/2010;00:00;;;;;;
32095;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO013;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Realizada;;SECO;.;;18/01/2010;00:00;;;;;;
33536;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO013;Medidor de Vazão;Medição Direta;WEB;Manual;;Não Realizada;;;Motivo do não monitoramento não informado pela Engecaf.;;26/01/2010;00:00;;;;;;
33087;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO013;Medidor de Vazão;Medição Direta;WEB;Manual;;Não Realizada;;;Drenos soterrados conforme equipe da Engecaf;;09/02/2010;00:00;;;;;;
34268;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO013;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Informação não informada pela Engecaf.;;06/04/2010;00:00;;;;;;
34582;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO013;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Realizada;;SECO;Instrumento instalado pela tecper.;;16/04/2010;00:00;;;;;;
34873;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO013;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Realizada;;SECO;Instrumento seco.;;20/04/2010;00:00;;;;;;
34729;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO013;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Fim do contrato da equipe de monitoramento Engecaf.;;26/04/2010;00:00;;;;;;
35293;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO013;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Fim do contrato da equipe de monitoramento Engecaf.;;30/04/2010;00:00;;;;;;
35122;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO013;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Fim do contrato da equipe de monitoramento Engecaf.;;03/05/2010;00:00;;;;;;
35755;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO013;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Monitoramento não foi executado por falta de equipe. Encerramento do contrato da Engecaf.;;10/05/2010;00:00;;;;;;
35589;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO013;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Falta de equipe de monitoramento. Fim do contrato da Engecaf.;;17/05/2010;00:00;;;;;;
35548;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO013;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;responsabilidade de outro técnico desde 04/05, segundo reunião da gerência;;20/05/2010;00:00;;;;;;
36225;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO013;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;OS duplicada;;18/06/2010;00:00;;;;;;
36225;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO013;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;OS duplicada;;19/06/2010;00:00;;;;;;
36225;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO013;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;OS duplicada;;20/06/2010;00:00;;;;;;
36225;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO013;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;OS duplicada;;21/06/2010;00:00;;;;;;
36225;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO013;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;OS duplicada;;22/06/2010;00:00;;;;;;
36225;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO013;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;OS duplicada;;23/06/2010;00:00;;;;;;
36225;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO013;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;OS duplicada;;24/06/2010;00:00;;;;;;
36489;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO013;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Erro na programação da OS;;25/06/2010;00:00;;;;;;
36489;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO013;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Erro na programação da OS;;26/06/2010;00:00;;;;;;
36489;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO013;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Erro na programação da OS;;27/06/2010;00:00;;;;;;
36489;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO013;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Erro na programação da OS;;28/06/2010;00:00;;;;;;
36489;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO013;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Erro na programação da OS;;29/06/2010;00:00;;;;;;
36489;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO013;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Erro na programação da OS;;30/06/2010;00:00;;;;;;
36489;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO013;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Erro na programação da OS;;01/07/2010;00:00;;;;;;
37396;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO013;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Danificado;;18/07/2010;00:00;;;;;;
37276;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO013;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Sem condições de medição;;18/08/2010;00:00;;;;;;
38762;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO013;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Sem condições de realizar medição;;09/09/2010;00:00;;;;;;
11232;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO013;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Destruído;;18/10/2010;00:00;;;;;;
17405;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO016;Medidor de Vazão;Medição Direta;WEB;Manual;;Realizada;;;Medição efetuada pela equipe da Engecaf com a utilização de recipiente graduado;Padrão;10/02/2009;00:00;;Vazão;0,00611;LPS;0,022;MCH
17404;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO016;Medidor de Vazão;Medição Direta;WEB;Manual;;Realizada;;;Medição efetuada pela equipe da Engecaf com a utilização de recipiente graduado.;Padrão;02/03/2009;00:00;;Vazão;0,01528;LPS;0,055;MCH
16784;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO016;Medidor de Vazão;Medição Direta;WEB;Manual;;Realizada;;;Medição efetuada pela equipe da Engecaf com a utilização de recipiente graduado;Padrão;03/03/2009;00:00;;Vazão;0,01417;LPS;0,051;MCH
15537;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO016;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Já lançado em OS especial;;18/04/2009;00:00;;;;;;
15117;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO016;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Realizada;;;.;Padrão;18/05/2009;00:00;;Vazão;0,02222;LPS;0,08;MCH
25355;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO016;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Realizada;;;Leitura efetuada pela engecaf com balde e becker graduado.;Padrão;18/06/2009;00:00;;Vazão;0,02778;LPS;0,1;MCH
27019;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO016;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Realizada;;;Medido com recipientes graduados.;Padrão;06/07/2009;00:00;;Vazão;0,22722;LPS;0,818;MCH
27836;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO016;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Realizada;;;Medição efetuada pela equipe da Engecaf com o uso de vasilhame graduado.;Padrão;04/08/2009;00:00;;Vazão;0,01944;LPS;0,07;MCH
28704;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO016;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Realizada;;;Realizado com recipiente graduado.;Padrão;01/09/2009;00:00;;Vazão;0,01389;LPS;0,05;MCH
29258;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO016;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Realizada;;;.;Padrão;19/10/2009;01:00;;Vazão;0,00472;LPS;0,017;MCH
30060;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO016;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Realizada;;SECO;.;;19/11/2009;00:00;;;;;;
31193;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO016;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Realizada;;SECO;.;;18/12/2009;00:00;;;;;;
33537;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO016;Medidor de Vazão;Medição Direta;WEB;Manual;;Realizada;;;Instrumento estava seco nessa data.;Padrão;12/01/2010;00:00;;Vazão;0,0;LPS;0,0;MCH
32095;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO016;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Realizada;;;.;Padrão;18/01/2010;00:00;;Vazão;0,01056;LPS;0,038;MCH
33536;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO016;Medidor de Vazão;Medição Direta;WEB;Manual;;Realizada;;;Vazão com recipiente graduado.;Padrão;26/01/2010;00:00;;Vazão;0,01667;LPS;0,06;MCH
33401;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO016;Medidor de Vazão;Medição Direta;WEB;Manual;;Realizada;;;Medida com recipiente graduado.;Padrão;02/02/2010;00:00;;Vazão;0,02528;LPS;0,091;MCH
33087;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO016;Medidor de Vazão;Medição Direta;WEB;Manual;;Realizada;;;Medida com recipiente graduado.;Padrão;09/02/2010;00:00;;Vazão;0,03056;LPS;0,11;MCH
33606;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO016;Medidor de Vazão;Medição Direta;WEB;Manual;;Realizada;;;Medida com recipiente graduado.;Padrão;24/02/2010;00:00;;Vazão;0,03333;LPS;0,12;MCH
33336;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO016;Medidor de Vazão;Medição Direta;WEB;Manual;;Realizada;;;Leitura com recipiente graduado.;Padrão;04/03/2010;00:00;;Vazão;0,03889;LPS;0,14;MCH
34416;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO016;Medidor de Vazão;Medição Direta;WEB;Manual;;Realizada;;;Vazão com recipiente graduado.;Padrão;23/03/2010;00:00;;Vazão;0,04333;LPS;0,156;MCH
34512;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO016;Medidor de Vazão;Medição Direta;WEB;Manual;;Realizada;;;Vazão com recipiente graduado.;Padrão;30/03/2010;00:00;;Vazão;0,04417;LPS;0,159;MCH
34268;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO016;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Realizada;;;Leitura com recipiente graduado.;Padrão;06/04/2010;00:00;;Vazão;0,04444;LPS;0,16;MCH
34582;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO016;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Instrumento danificado pela operação da mina.;;16/04/2010;00:00;;;;;;
34873;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO016;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Instrumento destruído pela operação da mina.;;20/04/2010;00:00;;;;;;
34729;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO016;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Fim do contrato da equipe de monitoramento Engecaf.;;26/04/2010;00:00;;;;;;
35293;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO016;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Fim do contrato da equipe de monitoramento Engecaf.;;30/04/2010;00:00;;;;;;
35122;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO016;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Fim do contrato da equipe de monitoramento Engecaf.;;03/05/2010;00:00;;;;;;
35755;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO016;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Monitoramento não foi executado por falta de equipe. Encerramento do contrato da Engecaf.;;10/05/2010;00:00;;;;;;
35589;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO016;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Falta de equipe de monitoramento. Fim do contrato da Engecaf.;;17/05/2010;00:00;;;;;;
35548;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO016;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;responsabilidade de outro técnico desde 04/05, segundo reunião da gerência;;20/05/2010;00:00;;;;;;
36225;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO016;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;OS duplicada;;18/06/2010;00:00;;;;;;
36225;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO016;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;OS duplicada;;19/06/2010;00:00;;;;;;
36225;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO016;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;OS duplicada;;20/06/2010;00:00;;;;;;
36225;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO016;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;OS duplicada;;21/06/2010;00:00;;;;;;
36225;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO016;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;OS duplicada;;22/06/2010;00:00;;;;;;
36225;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO016;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;OS duplicada;;23/06/2010;00:00;;;;;;
36225;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO016;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;OS duplicada;;24/06/2010;00:00;;;;;;
36489;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO016;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Erro na programação da OS;;25/06/2010;00:00;;;;;;
36489;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO016;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Erro na programação da OS;;26/06/2010;00:00;;;;;;
36489;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO016;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Erro na programação da OS;;27/06/2010;00:00;;;;;;
36489;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO016;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Erro na programação da OS;;28/06/2010;00:00;;;;;;
36489;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO016;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Erro na programação da OS;;29/06/2010;00:00;;;;;;
36489;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO016;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Erro na programação da OS;;30/06/2010;00:00;;;;;;
36489;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO016;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Erro na programação da OS;;01/07/2010;00:00;;;;;;
37396;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO016;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Danificado;;18/07/2010;00:00;;;;;;
37276;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO016;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Sem condições de medição;;18/08/2010;00:00;;;;;;
