Número da OS;Mina;Complexo Mineiro;Estrutura;Local de Instalação;Código do Instrumento;Tipo de Instrumento;Subtipo de Instrumento;Origem da Medição;Tipo de Coleta;Tipo de Medição;Situação da Medição;Justificativa de não Medição;Condição Adversa;Observação;Sensor;Data de Medição;Hora da Medição;Outlier;Grandeza física;Valor;Unidade de Medida;Leitura;Unidade de Medida (X)
31193;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO010;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Realizada;;;.;Padrão;18/12/2009;00:00;;Vazão;0,17139;LPS;0,617;MCH
33537;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO010;Medidor de Vazão;Medição Direta;WEB;Manual;;Não Realizada;;;Falta de acesso conforme pessoal da Engecaf.;;12/01/2010;00:00;;;;;;
32095;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO010;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Realizada;;;.;Padrão;18/01/2010;00:00;;Vazão;0,16222;LPS;0,584;MCH
33401;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO010;Medidor de Vazão;Medição Direta;WEB;Manual;;Realizada;;;Medida com recipiente graduado.;Padrão;02/02/2010;00:00;;Vazão;0,18056;LPS;0,65;MCH
33087;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO010;Medidor de Vazão;Medição Direta;WEB;Manual;;Realizada;;;Medida com recipiente graduado.;Padrão;09/02/2010;00:00;;Vazão;0,17778;LPS;0,64;MCH
33606;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO010;Medidor de Vazão;Medição Direta;WEB;Manual;;Realizada;;;Medida com recipiente graduado.;Padrão;24/02/2010;00:00;;Vazão;0,17222;LPS;0,62;MCH
33336;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO010;Medidor de Vazão;Medição Direta;WEB;Manual;;Realizada;;;Leitura com recipiente graduado.;Padrão;04/03/2010;00:00;;Vazão;0,2;LPS;0,72;MCH
34512;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO010;Medidor de Vazão;Medição Direta;WEB;Manual;;Realizada;;;Vazão com recipiente graduado.;Padrão;30/03/2010;00:00;;Vazão;0,19667;LPS;0,708;MCH
34268;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO010;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Realizada;;;Leitura com recipiente graduado.;Padrão;06/04/2010;00:00;;Vazão;0,19722;LPS;0,71;MCH
34582;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO010;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Sem acesso com segurança. Área em operação pela lavra da mina.;;16/04/2010;00:00;;;;;;
34873;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO010;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Instrumento sem acesso.;;20/04/2010;00:00;;;;;;
35293;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO010;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Fim do contrato da equipe de monitoramento Engecaf.;;30/04/2010;00:00;;;;;;
35122;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO010;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Fim do contrato da equipe de monitoramento Engecaf.;;03/05/2010;00:00;;;;;;
35755;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO010;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Monitoramento não foi executado por falta de equipe. Encerramento do contrato da Engecaf.;;10/05/2010;00:00;;;;;;
35589;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO010;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Falta de equipe de monitoramento. Fim do contrato da Engecaf.;;17/05/2010;00:00;;;;;;
35548;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO010;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;responsabilidade de outro técnico desde 04/05, segundo reunião da gerência;;20/05/2010;00:00;;;;;;
36225;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO010;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;OS duplicada;;18/06/2010;00:00;;;;;;
36225;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO010;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;OS duplicada;;19/06/2010;00:00;;;;;;
36225;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO010;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;OS duplicada;;20/06/2010;00:00;;;;;;
36225;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO010;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;OS duplicada;;22/06/2010;00:00;;;;;;
36225;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO010;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;OS duplicada;;23/06/2010;00:00;;;;;;
36225;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO010;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;OS duplicada;;24/06/2010;00:00;;;;;;
36489;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO010;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Erro na programação da OS;;25/06/2010;00:00;;;;;;
36489;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO010;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Erro na programação da OS;;26/06/2010;00:00;;;;;;
37396;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO010;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Danificado;;18/07/2010;00:00;;;;;;
37276;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO010;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Sem condições de medição;;18/08/2010;00:00;;;;;;
38762;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO010;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Sem condições de realizar medição;;09/09/2010;00:00;;;;;;
11232;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO010;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Destruído;;18/10/2010;00:00;;;;;;
48983;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO010;Medidor de Vazão;Medição Direta;WEB;Manual;;Realizada;;;248,75s / 20 L;Padrão;31/08/2011;00:00;;Vazão;0,08028;LPS;0,289;MCH
50294;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO010;Medidor de Vazão;Medição Direta;WEB;Manual;;Realizada;;;Leitura com recipiente graduado.;Padrão;22/09/2011;00:00;;Vazão;73,8525;LPS;265,869;MCH
50293;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO010;Medidor de Vazão;Medição Direta;WEB;Manual;;Realizada;;;Monitoramento realizado com balde graduado.;Padrão;13/10/2011;00:00;;Vazão;64,85083;LPS;233,463;MCH
45128;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMTCVCTMO018;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Realizada;;;"Nível Dinâmico => 98,10
Pressão (kgf/cm2) => 13,00
Horímetro => 8777,36
Hora => 12:05";Padrão;02/05/2011;00:00;;Vazão;8,33333;LPS;30,0;MCH
45182;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMTCVCTMO019;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Realizada;;;Vazão realizada com aparelho de ultrassom.;Padrão;14/04/2011;10:00;;Vazão;31,92222;LPS;114,92;MCH
45128;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMTCVCTMO019;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Realizada;;;"Nível Dinâmico => 96,75 m.
Pressão (kgf/cm2) => 1,5
Horímetro => 33049,64
Hora => 11:05";Padrão;02/05/2011;00:00;;Vazão;30,83333;LPS;111,0;MCH
45182;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMTCVCTMO017;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Realizada;;;Vazão realizada com aparelho de ultrassom.;Padrão;14/04/2011;10:30;;Vazão;24,55556;LPS;88,4;MCH
45128;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMTCVCTMO017;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Realizada;;;"Nível Dinâmico => 55,51 m.
Pressão (kgf/cm2) => Sem condições (Geosol utilizando o registro do manômetro).
Horímetro => 341,10
Hora => 11:50";Padrão;02/05/2011;00:00;;Vazão;26,66667;LPS;96,0;MCH
45182;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMTCVCTMO020;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Queima da moto bomba.;;14/04/2011;10:00;;;;;;
45128;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMTCVCTMO020;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Realizada;;;Poço desligado por probelamas elétricos segundo Hidráulica CMT.;Padrão;02/05/2011;00:00;;Vazão;0,0;LPS;0,0;MCH
45182;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMTCVCTMO022;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Realizada;;;Vazão realizada com aparelho de ultrassom.;Padrão;14/04/2011;10:10;;Vazão;54,36111;LPS;195,7;MCH
45128;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMTCVCTMO022;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Realizada;;;Poço desligado por probelamas elétricos segundo Hidráulica CMT.;Padrão;02/05/2011;00:00;;Vazão;0,0;LPS;0,0;MCH
45182;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMTCVCTMO021;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Aguardando compra de moto bomba e cabo elétrico.;;14/04/2011;10:00;;;;;;
45128;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMTCVCTMO021;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Realizada;;;Poço desligado por probelamas elétricos segundo Hidráulica CMT.;Padrão;02/05/2011;00:00;;Vazão;0,0;LPS;0,0;MCH
17405;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO015;Medidor de Vazão;Medição Direta;WEB;Manual;;Realizada;;;Medição efetuada pela equipe da Engecaf com a utilização de recipiente graduado;Padrão;10/02/2009;00:00;;Vazão;0,15778;LPS;0,568;MCH
17404;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO015;Medidor de Vazão;Medição Direta;WEB;Manual;;Realizada;;;Medição efetuada pela equipe da Engecaf com a utilização de recipiente graduado;Padrão;02/03/2009;00:00;;Vazão;0,1;LPS;0,36;MCH
16784;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO015;Medidor de Vazão;Medição Direta;WEB;Manual;;Realizada;;;Medição efetuada pela equipe da Engecaf com a utilização de recipiente graduado;Padrão;03/03/2009;00:00;;Vazão;0,12222;LPS;0,44;MCH
15537;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO015;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Já lançado em OS especial;;18/04/2009;00:00;;;;;;
15117;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO015;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Realizada;;;.;Padrão;18/05/2009;00:00;;Vazão;0,06667;LPS;0,24;MCH
25355;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO015;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Realizada;;;Leitura efetuada pela engecaf com balde e becker graduado.;Padrão;18/06/2009;00:00;;Vazão;0,08889;LPS;0,32;MCH
27019;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO015;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Realizada;;;Medido com recipientes graduados.;Padrão;06/07/2009;00:00;;Vazão;0,07778;LPS;0,28;MCH
27836;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO015;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Realizada;;;Medição efetuada pela equipe da Engecaf com o uso de vasilhame graduado.;Padrão;04/08/2009;00:00;;Vazão;0,09167;LPS;0,33;MCH
28704;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO015;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Realizada;;;Realizado com recipiente graduado.;Padrão;01/09/2009;00:00;;Vazão;0,07222;LPS;0,26;MCH
29258;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO015;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Realizada;;;.;Padrão;19/10/2009;01:00;;Vazão;0,0625;LPS;0,225;MCH
30060;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO015;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Realizada;;;.;Padrão;18/11/2009;00:00;;Vazão;0,06417;LPS;0,231;MCH
31193;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO015;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Realizada;;;.;Padrão;18/12/2009;00:00;;Vazão;0,06556;LPS;0,236;MCH
33537;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO015;Medidor de Vazão;Medição Direta;WEB;Manual;;Não Realizada;;;Dreno soterrado.;;12/01/2010;00:00;;;;;;
32095;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO015;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Realizada;;SECO;.;;18/01/2010;00:00;;;;;;
33536;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO015;Medidor de Vazão;Medição Direta;WEB;Manual;;Não Realizada;;;Motivo do não monitoramento não informado pela Engecaf.;;26/01/2010;00:00;;;;;;
33087;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO015;Medidor de Vazão;Medição Direta;WEB;Manual;;Não Realizada;;;Drenos soterrados conforme equipe da Engecaf;;09/02/2010;00:00;;;;;;
34268;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO015;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Informação não informada pela Engecaf.;;06/04/2010;00:00;;;;;;
34582;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO015;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Realizada;;SECO;Instrumento instalado pela tecper.;;16/04/2010;00:00;;;;;;
34873;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO015;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Realizada;;SECO;Instrumento seco.;;20/04/2010;00:00;;;;;;
34729;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO015;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Fim do contrato da equipe de monitoramento Engecaf.;;26/04/2010;00:00;;;;;;
35293;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO015;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Fim do contrato da equipe de monitoramento Engecaf.;;30/04/2010;00:00;;;;;;
35122;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO015;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Fim do contrato da equipe de monitoramento Engecaf.;;03/05/2010;00:00;;;;;;
35755;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO015;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Monitoramento não foi executado por falta de equipe. Encerramento do contrato da Engecaf.;;10/05/2010;00:00;;;;;;
35589;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO015;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Falta de equipe de monitoramento. Fim do contrato da Engecaf.;;17/05/2010;00:00;;;;;;
35548;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO015;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;responsabilidade de outro técnico desde 04/05, segundo reunião da gerência;;20/05/2010;00:00;;;;;;
36225;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO015;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;OS duplicada;;18/06/2010;00:00;;;;;;
36225;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO015;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;OS duplicada;;19/06/2010;00:00;;;;;;
36225;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO015;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;OS duplicada;;20/06/2010;00:00;;;;;;
36225;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO015;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;OS duplicada;;21/06/2010;00:00;;;;;;
36225;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO015;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;OS duplicada;;22/06/2010;00:00;;;;;;
36225;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO015;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;OS duplicada;;23/06/2010;00:00;;;;;;
36225;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO015;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;OS duplicada;;24/06/2010;00:00;;;;;;
46014;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMTCVCTMO021;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Aguardando acesso e remanejamento de adutora conforme Geraldo Leite.;;20/05/2011;00:00;;;;;;
46014;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMTCVCTMO022;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Realizada;;;"N.D. (m) => 73,42 
Hora => 11:25
Horímetro => 822,09
Pressão (kgf/cm2) => 5,0
Hidrômetro => Não possui.";Padrão;20/05/2011;11:25;;Vazão;44,44444;LPS;160,0;MCH
46014;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMTCVCTMO020;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Aguardando moto bomba.;;20/05/2011;00:00;;;;;;
46014;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMTCVCTMO017;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Realizada;;;"N.D. (m) => 55,06 
Hora => 11:30
Horímetro => 664,14
Pressão (kgf/cm2) => Registro sendo utilizado pela Geosol/PR 15.
Hidrômetro => Não possui.";Padrão;20/05/2011;11:30;;Vazão;25,0;LPS;90,0;MCH
46014;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMTCVCTMO019;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Realizada;;;"N.D. (m) => 96,41
Hora => 10:40
Horímetro => 348,29
Pressão (kgf/cm2) => 1,90
Hidrômetro => Não possui";Padrão;20/05/2011;10:40;;Vazão;29,72222;LPS;107,0;MCH
46014;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMTCVCTMO018;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Realizada;;;"N.D. (m) => 92,67
Hora => 12:10
Horímetro => 11785,48
Pressão (kgf/cm2) => 13,00
Hidrômetro => Não possui.";Padrão;20/05/2011;12:10;;Vazão;7,5;LPS;27,0;MCH
45182;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;CAVA;CMTCVCTMO018;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Realizada;;;"Vazão realizada com aparelho de ultrassom.
Poço com problemas (baixa vazão), foi informado ao Geraldo Leite";Padrão;14/04/2011;10:40;;Vazão;0,80556;LPS;2,9;MCH
36489;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO010;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Erro na programação da OS;;01/07/2010;00:00;;;;;;
36489;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO010;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Erro na programação da OS;;30/06/2010;00:00;;;;;;
36489;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO010;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Erro na programação da OS;;29/06/2010;00:00;;;;;;
36489;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO010;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Erro na programação da OS;;28/06/2010;00:00;;;;;;
36489;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO010;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Erro na programação da OS;;27/06/2010;00:00;;;;;;
36225;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO010;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;OS duplicada;;21/06/2010;00:00;;;;;;
34729;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO010;Medidor de Vazão;Medição Direta;WEB;Automatizada;;Não Realizada;;;Fim do contrato da equipe de monitoramento Engecaf.;;26/04/2010;00:00;;;;;;
34416;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO010;Medidor de Vazão;Medição Direta;WEB;Manual;;Realizada;;;Vazão com recipiente graduado.;Padrão;23/03/2010;00:00;;Vazão;0,19556;LPS;0,704;MCH
33536;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE CAVA;CMTCVCTMO010;Medidor de Vazão;Medição Direta;WEB;Manual;;Realizada;;;Vazão com recipiente graduado.;Padrão;26/01/2010;00:00;;Vazão;0,17778;LPS;0,64;MCH
