Número da OS;Mina;Complexo Mineiro;Estrutura;Local de Instalação;Código do Instrumento;Tipo de Instrumento;Subtipo de Instrumento;Origem da Medição;Tipo de Coleta;Tipo de Medição;Situação da Medição;Justificativa de não Medição;Condição Adversa;Observação;Sensor;Data de Medição;Hora da Medição;Outlier;Grandeza física;Valor;Unidade de Medida;Coordenada Norte (Y);Unidade de Medida (X);Coordenada Leste (X);Unidade de Medida (Z);Cota (Z);Unidade de Medida (AB)
30028;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Manual;;Não Realizada;;;Leitura não confirmada;;17/02/2009;00:00;;;;;;;;;;
29680;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;17/04/2009;00:00;;Vetor Deslocamento;1,69073;m;7.775.606,512;m;612.863,098;m;1.393,748;m
15117;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;18/05/2009;00:00;;Vetor Deslocamento;1,69777;m;7.775.606,507;m;612.863,09;m;1.393,75;m
74879;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;05/10/2013;00:00;;Vetor Deslocamento;0,09542;m;7.775.608,098;m;612.863,482;m;1.393,376;m
72651;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;12/09/2013;00:00;;Vetor Deslocamento;0,09850;m;7.775.608,102;m;612.863,484;m;1.393,371;m
73649;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;05/09/2013;00:00;;Vetor Deslocamento;0,09794;m;7.775.608,102;m;612.863,482;m;1.393,372;m
72383;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;08/08/2013;00:00;;Vetor Deslocamento;0,09756;m;7.775.608,102;m;612.863,484;m;1.393,372;m
71727;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;07/08/2013;00:00;;Vetor Deslocamento;0,09659;m;7.775.608,105;m;612.863,485;m;1.393,372;m
71159;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;Topógrafo de férias.;;07/07/2013;00:00;;;;;;;;;;
70371;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;22/06/2013;01:00;;Vetor Deslocamento;0,08927;m;7.775.608,105;m;612.863,489;m;1.393,379;m
66160;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;20/03/2013;00:00;;Vetor Deslocamento;0,09429;m;7.775.608,108;m;612.863,489;m;1.393,373;m
65673;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;09/03/2013;01:00;;Vetor Deslocamento;0,09431;m;7.775.608,104;m;612.863,489;m;1.393,374;m
63950;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;24/01/2013;00:00;;Vetor Deslocamento;0,08832;m;7.775.608,105;m;612.863,489;m;1.393,38;m
62008;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;25/11/2012;00:00;;Vetor Deslocamento;0,09550;m;7.775.608,105;m;612.863,493;m;1.393,372;m
60673;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;10/10/2012;00:00;;Vetor Deslocamento;0,09197;m;7.775.608,106;m;612.863,499;m;1.393,375;m
59981;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;25/09/2012;00:00;;Vetor Deslocamento;0,08855;m;7.775.608,108;m;612.863,5;m;1.393,378;m
59808;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;10/09/2012;00:00;;Vetor Deslocamento;0,08679;m;7.775.608,108;m;612.863,496;m;1.393,38;m
59422;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;26/08/2012;00:00;;Vetor Deslocamento;0,08776;m;7.775.608,112;m;612.863,498;m;1.393,378;m
57518;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;12/06/2012;00:00;;Vetor Deslocamento;0,08063;m;7.775.608,113;m;612.863,5;m;1.393,385;m
56929;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;28/05/2012;00:00;;Vetor Deslocamento;0,08066;m;7.775.608,113;m;612.863,499;m;1.393,385;m
56652;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;13/05/2012;00:00;;Vetor Deslocamento;0,07829;m;7.775.608,115;m;612.863,5;m;1.393,387;m
54484;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;14/03/2012;00:00;;Vetor Deslocamento;0,07986;m;7.775.608,112;m;612.863,5;m;1.393,386;m
54323;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;06/03/2012;00:00;;Vetor Deslocamento;0,07695;m;7.775.608,117;m;612.863,501;m;1.393,388;m
46497;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;13/06/2011;00:00;;Vetor Deslocamento;0,02737;m;7.775.608,137;m;612.863,499;m;1.393,49;m
45835;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;Instrumento destruído ou sem visada;;14/05/2011;00:00;;;;;;;;;;
44631;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;OS realizada pelo tecnico Tercio Costa;;29/04/2011;08:00;;;;;;;;;;
45135;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;29/04/2011;00:00;;Vetor Deslocamento;355,13173;m;7.775.501,2;m;613.201,974;m;1.382,444;m
44984;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;Téc. responsável pela leitura em Férias;;14/04/2011;00:00;;;;;;;;;;
44191;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;Téc. responsável em Férias;;29/03/2011;00:00;;;;;;;;;;
44341;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;28/03/2011;00:00;;Vetor Deslocamento;355,15065;m;7.775.501,2;m;613.201,993;m;1.382,418;m
43962;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;15/03/2011;00:00;;Vetor Deslocamento;355,15065;m;7.775.501,2;m;613.201,993;m;1.382,418;m
43064;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;Medição lançada em outra OS pelo técnico Tercio Costa;;02/03/2011;00:00;;;;;;;;;;
43151;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;Monitoramento será realizado por outro técnico.;;18/02/2011;00:00;;;;;;;;;;
28605;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;30/08/2010;00:00;;Vetor Deslocamento;0,06617;m;7.775.608,142;m;612.863,529;m;1.393,405;m
38051;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;24/08/2010;00:00;;Vetor Deslocamento;5.515.771,46800;m;7.775.608,12;m;6.128.634,97;m;1.393,409;m
38153;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;Sem equipe especializada de topografia  para realizar a leitura.;;18/08/2010;00:00;;;;;;;;;;
34681;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;Equipe da Engecaf realizando transporte de coordendas por determinação da Gerência;;28/04/2010;00:00;;;;;;;;;;
32717;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;Leitura não disponibilizada pela Engecaf;;10/02/2010;00:00;;;;;;;;;;
32171;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;Equipe da Engecaf desenvolvendo outras atividades;;03/02/2010;00:00;;;;;;;;;;
31355;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;02/02/2010;00:00;;Vetor Deslocamento;1,71229;m;7.775.606,496;m;612.863,058;m;1.393,725;m
31672;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;Equipe Engecaf sem acesso à mina;;20/01/2010;00:00;;;;;;;;;;
32095;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;Leitura não realizada pela Engecaf. Equipe sem acesso à mina.;;18/01/2010;00:00;;;;;;;;;;
31803;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;Equipe da Engecaf realizando outras atividades;;13/01/2010;00:00;;;;;;;;;;
31315;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;Equipe da Engecaf realizando outras atividades. Coordenando marcos;;06/01/2010;00:00;;;;;;;;;;
110248;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;04/02/2016;00:00;;Vetor Deslocamento;0,09594;m;7.775.608,079;m;612.863,463;m;1.393,392;m
31473;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;30/12/2009;00:00;;Vetor Deslocamento;1,71394;m;7.775.606,494;m;612.863,062;m;1.393,73;m
116301;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;Prisma em manutenção e/ou destruído;;29/06/2016;12:00;;;;;;;;;;
30918;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;23/12/2009;00:00;;Vetor Deslocamento;1,71348;m;7.775.606,494;m;612.863,065;m;1.393,732;m
30060;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;18/11/2009;00:00;;Vetor Deslocamento;1,71080;m;7.775.606,496;m;612.863,065;m;1.393,727;m
29258;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;18/10/2009;01:00;;Vetor Deslocamento;1,71155;m;7.775.606,495;m;612.863,064;m;1.393,724;m
28704;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;24/09/2009;00:00;;Vetor Deslocamento;1,71008;m;7.775.606,495;m;612.863,068;m;1.393,721;m
27836;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;18/08/2009;00:00;;Vetor Deslocamento;1,70726;m;7.775.606,496;m;612.863,073;m;1.393,717;m
27019;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;13/07/2009;00:00;;Vetor Deslocamento;1,70257;m;7.775.606,503;m;612.863,078;m;1.393,738;m
25355;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;18/06/2009;00:00;;Vetor Deslocamento;1,70225;m;7.775.606,504;m;612.863,08;m;1.393,745;m
79643;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;25/02/2014;00:00;;Vetor Deslocamento;0,10271;m;7.775.608,096;m;612.863,477;m;1.393,37;m
126807;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;Destruído.;;08/02/2017;09:27;;;;;;;;;;
137244;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;Destruído.;;18/02/2017;10:31;;;;;;;;;;
135184;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;Destruído.;;01/03/2017;00:00;;;;;;;;;;
131645;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;Destruído.;;10/03/2017;09:48;;;;;;;;;;
128173;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;Destruído.;;16/03/2017;11:00;;;;;;;;;;
142072;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;Destruído.;;19/03/2017;08:34;;;;;;;;;;
78492;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;05/02/2014;00:00;;Vetor Deslocamento;0,10114;m;7.775.608,096;m;612.863,476;m;1.393,372;m
77948;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;20/01/2014;00:00;;Vetor Deslocamento;0,10324;m;7.775.608,094;m;612.863,474;m;1.393,371;m
13890;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;10/01/2014;00:00;;Vetor Deslocamento;0,10354;m;7.775.608,095;m;612.863,475;m;1.393,37;m
76962;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;03/01/2014;00:00;;Vetor Deslocamento;0,10745;m;7.775.608,093;m;612.863,473;m;1.393,367;m
76555;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;16/12/2013;00:00;;Vetor Deslocamento;0,10422;m;7.775.608,093;m;612.863,475;m;1.393,37;m
75796;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;05/11/2013;00:00;;Vetor Deslocamento;0,09966;m;7.775.608,095;m;612.863,476;m;1.393,374;m
85195;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP100;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;15/07/2014;00:00;;Vetor Deslocamento;0,00520;m;7.775.147,395;m;613.763,284;m;1.364,743;m
84751;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP100;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;29/07/2014;00:00;;Vetor Deslocamento;0,00548;m;7.775.147,391;m;613.763,283;m;1.364,739;m
85911;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP100;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;06/08/2014;00:00;;Vetor Deslocamento;0,00424;m;7.775.147,393;m;613.763,285;m;1.364,741;m
87229;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP100;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;11/09/2014;00:00;;Vetor Deslocamento;0,00436;m;7.775.147,389;m;613.763,282;m;1.364,741;m
88563;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP100;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;18/09/2014;00:00;;Vetor Deslocamento;0,01068;m;7.775.147,394;m;613.763,278;m;1.364,737;m
75001;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;20/10/2013;01:00;;Vetor Deslocamento;0,09927;m;7.775.608,096;m;612.863,48;m;1.393,373;m
73824;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;09/10/2013;00:00;;Vetor Deslocamento;0,09535;m;7.775.608,102;m;612.863,481;m;1.393,375;m
79971;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;19/03/2014;00:00;;Vetor Deslocamento;0,10023;m;7.775.608,096;m;612.863,476;m;1.393,373;m
80646;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;01/04/2014;00:00;;Vetor Deslocamento;0,10013;m;7.775.608,098;m;612.863,474;m;1.393,373;m
91788;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP100;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;M;Padrão;16/12/2014;00:00;;Vetor Deslocamento;0,00995;m;7.775.147,383;m;613.763,278;m;1.364,745;m
93090;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP100;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;M;Padrão;07/01/2015;00:00;;Vetor Deslocamento;0,00922;m;7.775.147,384;m;613.763,278;m;1.364,744;m
81028;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;16/04/2014;00:00;;Vetor Deslocamento;0,10049;m;7.775.608,096;m;612.863,475;m;1.393,373;m
69801;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;07/06/2013;01:00;;Vetor Deslocamento;0,09133;m;7.775.608,105;m;612.863,488;m;1.393,377;m
68869;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;23/05/2013;00:00;;Vetor Deslocamento;0,09012;m;7.775.608,106;m;612.863,488;m;1.393,378;m
93408;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP100;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;12/03/2015;00:00;;Vetor Deslocamento;0,01729;m;7.775.147,377;m;613.763,276;m;1.364,751;m
93442;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP100;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;27/03/2015;00:00;;Vetor Deslocamento;0,02112;m;7.775.147,375;m;613.763,274;m;1.364,754;m
96606;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP100;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;08/04/2015;00:00;;Vetor Deslocamento;0,01606;m;7.775.147,377;m;613.763,277;m;1.364,749;m
97551;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP100;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;29/04/2015;00:00;;Vetor Deslocamento;0,01879;m;7.775.147,374;m;613.763,276;m;1.364,748;m
98625;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP100;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;26/05/2015;00:00;;Vetor Deslocamento;0,02166;m;7.775.147,372;m;613.763,276;m;1.364,752;m
102447;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP100;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;06/08/2015;00:00;;Vetor Deslocamento;0,02510;m;7.775.147,372;m;613.763,276;m;1.364,759;m
99516;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP100;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;13/08/2015;00:00;;Vetor Deslocamento;0,02417;m;7.775.147,372;m;613.763,277;m;1.364,758;m
104270;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP100;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;22/09/2015;00:00;;Vetor Deslocamento;0,02474;m;7.775.147,37;m;613.763,271;m;1.364,748;m
104614;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP100;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;30/09/2015;00:00;;Vetor Deslocamento;0,02362;m;7.775.147,372;m;613.763,27;m;1.364,747;m
104709;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP100;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;08/10/2015;00:00;;Vetor Deslocamento;0,02102;m;7.775.147,373;m;613.763,273;m;1.364,747;m
105609;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP100;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;30/10/2015;00:00;;Vetor Deslocamento;0,02419;m;7.775.147,373;m;613.763,275;m;1.364,758;m
106152;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP100;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;10/11/2015;00:00;;Vetor Deslocamento;0,02872;m;7.775.147,374;m;613.763,272;m;1.364,764;m
107785;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP100;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;03/12/2015;00:00;;Vetor Deslocamento;0,03460;m;7.775.147,37;m;613.763,274;m;1.364,77;m
108476;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP100;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;22/12/2015;00:00;;Vetor Deslocamento;0,03727;m;7.775.147,368;m;613.763,274;m;1.364,772;m
