Número da OS;Mina;Complexo Mineiro;Estrutura;Local de Instalação;Código do Instrumento;Tipo de Instrumento;Subtipo de Instrumento;Origem da Medição;Tipo de Coleta;Tipo de Medição;Situação da Medição;Justificativa de não Medição;Condição Adversa;Observação;Sensor;Data de Medição;Hora da Medição;Outlier;Grandeza física;Valor;Unidade de Medida;Coordenada Norte (Y);Unidade de Medida (X);Coordenada Leste (X);Unidade de Medida (Z);Cota (Z);Unidade de Medida (AB)
122249;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;11/11/2016;09:00;;Vetor Deslocamento;0,25286;m;7.775.359,6;m;613.613,706;m;1.426,723;m
123851;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;09/12/2016;10:00;;Vetor Deslocamento;0,25919;m;7.775.359,596;m;613.613,699;m;1.426,726;m
125215;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;"Reunião ""avaliação pesquisa de clima o dia todo""";;06/01/2017;00:00;;;;;;;;;;
126807;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;08/02/2017;10:04;;Vetor Deslocamento;0,26848;m;7.775.359,581;m;613.613,693;m;1.426,735;m
128173;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;16/03/2017;11:00;;Vetor Deslocamento;0,26596;m;7.775.359,579;m;613.613,693;m;1.426,747;m
130157;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;18/04/2017;09:14;;Vetor Deslocamento;0,26769;m;7.775.359,581;m;613.613,694;m;1.426,735;m
131645;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;25/05/2017;09:48;;Vetor Deslocamento;0,27271;m;7.775.359,574;m;613.613,692;m;1.426,736;m
133375;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;22/06/2017;11:47;;Vetor Deslocamento;0,27894;m;7.775.359,576;m;613.613,69;m;1.426,719;m
135184;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;Ocorreu operação de lavra onde estava instalado o marco topográfico (MGTCMT10), sendo assim ficou inviável o monitoramento da cava CMT neste período.;;01/07/2017;00:00;;;;;;;;;;
137244;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;02/08/2017;10:31;;Vetor Deslocamento;0,21517;m;7.775.359,637;m;613.613,722;m;1.426,745;m
138640;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;Marco foi lavrado.;;18/09/2017;10:14;;;;;;;;;;
140214;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;31/10/2017;09:00;;Vetor Deslocamento;0,25613;m;7.775.359,591;m;613.613,697;m;1.426,748;m
142072;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;27/11/2017;08:34;;Vetor Deslocamento;0,26270;m;7.775.359,6;m;613.613,683;m;1.426,75;m
144087;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;18/12/2017;06:51;;Vetor Deslocamento;0,27105;m;7.775.359,593;m;613.613,677;m;1.426,75;m
;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;;;Não Realizada;Equipamento em manutenção;;;;31/01/2018;06:00;;;;;;;;;;
168904;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Manual;;Não Realizada;Instrumento Danificado;;Marco Destruído;;22/02/2018;09:00;;;;;;;;;;
;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;;;Não Realizada;Chuva;;;;21/03/2018;08:30;;;;;;;;;;
165724;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Manual;;Não Realizada;Chuva;;;;21/03/2018;08:30;;;;;;;;;;
160305;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;19/04/2018;13:00;;Vetor Deslocamento;0,31219;m;7.775.359,53457;m;613.613,65573;m;1.426,80317;m
162705;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;Sem visada;;;;29/05/2018;06:00;;;;;;;;;;
161427;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;11/06/2018;11:23;;Vetor Deslocamento;0,29481;m;7.775.359,546;m;613.613,669;m;1.426,802;m
165667;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;16/07/2018;;;Vetor Deslocamento;0,29935;m;7.775.359,534;m;613.613,673;m;1.426,798;m
167474;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;20/08/2018;;;Vetor Deslocamento;0,30364;m;7.775.359,53767;m;613.613,665;m;1.426,794;m
167427;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;19/09/2018;;;Vetor Deslocamento;0,30712;m;7.775.359,5438;m;613.613,6562;m;1.426,7926;m
170273;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;24/10/2018;09:41;;Vetor Deslocamento;0,31047;m;7.775.359,535;m;613.613,659;m;1.426,789;m
172449;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;12/11/2018;08:42;;Vetor Deslocamento;0,31129;m;7.775.359,53;m;613.613,66103;m;1.426,79617;m
171865;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;10/12/2018;09:38;;Vetor Deslocamento;0,30812;m;7.775.359,51623;m;613.613,67670;m;1.426,79823;m
173411;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;22/01/2019;09:18;;Vetor Deslocamento;0,31767;m;7.775.359,507;m;613.613,673;m;1.426,791;m
177838;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;26/02/2019;14:06;;Vetor Deslocamento;0,32065;m;7.775.359,50877;m;613.613,66653;m;1.426,79793;m
177408;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;28/03/2019;10:09;;Vetor Deslocamento;0,32241;m;7.775.359,511;m;613.613,662;m;1.426,8;m
179484;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;09/04/2019;09:36;;Vetor Deslocamento;0,32390;m;7.775.359,504;m;613.613,667;m;1.426,793;m
181614;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;15/04/2019;10:41;;Vetor Deslocamento;0,32657;m;7.775.359,512;m;613.613,656;m;1.426,796;m
182495;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Manual;;Não Realizada;Sem visada;;Prisma sujo;;22/04/2019;09:52;;;;;;;;;;
183555;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Manual;;Não Realizada;Sem visada;;Prisma sujo;;29/04/2019;09:42;;;;;;;;;;
182509;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;07/05/2019;11:22;;Vetor Deslocamento;0,32727;m;7.775.359,5127;m;613.613,6546;m;1.426,7949;m
186773;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Manual;;Não Realizada;Sem visada;;Prisma sujo;;14/05/2019;10:01;;;;;;;;;;
186515;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;10/06/2019;09:52;;Vetor Deslocamento;0,33092;m;7.775.359,508;m;613.613,654;m;1.426,793;m
188950;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;17/06/2019;09:50;;Vetor Deslocamento;0,33147;m;7.775.359,506;m;613.613,655;m;1.426,793;m
189760;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;24/06/2019;10:15;;Vetor Deslocamento;0,33247;m;7.775.359,509;m;613.613,651;m;1.426,794;m
190088;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;08/07/2019;09:59;;Vetor Deslocamento;0,33372;m;7.775.359,505;m;613.613,653;m;1.426,792;m
193876;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;19/08/2019;10:09;;Vetor Deslocamento;0,34451;m;7.775.359,49793;m;613.613,64523;m;1.426,78823;m
198072;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;23/09/2019;10:04;;Vetor Deslocamento;0,35352;m;7.775.359,5;m;613.613,6322;m;1.426,78393;m
203066;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;21/10/2019;10:43;;Vetor Deslocamento;0,35778;m;7.775.359,49944;m;613.613,62642;m;1.426,78976;m
207045;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;25/11/2019;09:25;;Vetor Deslocamento;0,35721;m;7.775.359,4936;m;613.613,63170;m;1.426,79227;m
211925;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;16/12/2019;11:52;;Vetor Deslocamento;0,35791;m;7.775.359,4921;m;613.613,63147;m;1.426,7984;m
215825;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;31/01/2020;14:01;;Vetor Deslocamento;0,36009;m;7.775.359,4841;m;613.613,63523;m;1.426,80228;m
220721;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;21/02/2020;11:46;;Vetor Deslocamento;0,36833;m;7.775.359,47613;m;613.613,63157;m;1.426,79863;m
224912;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;Instrumento inoperante;;Prisma Sujo;;18/03/2020;11:27;;;;;;;;;;
228997;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;17/04/2020;10:55;;Vetor Deslocamento;0,45970;m;7.775.359,44227;m;613.613,54707;m;1.426,74953;m
234364;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;Instrumento inoperante;;Prisma Sujo;;19/05/2020;11:08;;;;;;;;;;
238904;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;Instrumento inoperante;;Prisma Sujo;;19/06/2020;10:38;;;;;;;;;;
243806;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;Instrumento inoperante;;Prisma Sujo;;13/07/2020;10:34;;;;;;;;;;
249835;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;Avanço de Lavra;;Ponto de instalação do Marco topográfico lavrado;;12/08/2020;12:00;;;;;;;;;;
254742;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;21/09/2020;12:18;;Vetor Deslocamento;0,46851;m;7.775.359,52550;m;613.613,5015;m;1.426,68503;m
259916;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;07/10/2020;10:41;;Vetor Deslocamento;0,47243;m;7.775.359,52343;m;613.613,49797;m;1.426,685;m
263294;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;13/10/2020;10:29;;Vetor Deslocamento;0,47489;m;7.775.359,52785;m;613.613,49435;m;1.426,6809;m
264669;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;20/10/2020;10:58;;Vetor Deslocamento;0,47366;m;7.775.359,53027;m;613.613,49277;m;1.426,68647;m
265820;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;27/10/2020;10:44;;Vetor Deslocamento;0,47415;m;7.775.359,52713;m;613.613,4939;m;1.426,68583;m
267484;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;Instrumento inoperante;;Manutenção e ou equipamento destruido.;;06/11/2020;11:35;;;;;;;;;;
268658;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;10/11/2020;10:30;;Vetor Deslocamento;0,47226;m;7.775.359,5202;m;613.613,4988;m;1.426,6879;m
270042;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;17/11/2020;11:19;;Vetor Deslocamento;0,46994;m;7.775.359,52517;m;613.613,49893;m;1.426,68823;m
271245;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;25/11/2020;10:38;;Vetor Deslocamento;0,47022;m;7.775.359,52320;m;613.613,49880;m;1.426,69063;m
272794;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;01/12/2020;10:57;;Vetor Deslocamento;0,46962;m;7.775.359,52733;m;613.613,49737;m;1.426,69097;m
274431;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;11/12/2020;12:34;;Vetor Deslocamento;0,46838;m;7.775.359,51977;m;613.613,50277;m;1.426,69027;m
275575;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;23/12/2020;13:13;;Vetor Deslocamento;0,46777;m;7.775.359,52565;m;613.613,50025;m;1.426,6912;m
276979;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;Nesta data o prisma de ré foi substituido por um de melhor qualidade e precisão, ficando fixo constantemente no marco MGTCMT02;Padrão;29/12/2020;11:20;;Vetor Deslocamento;0,46920;m;7.775.359,52017;m;613.613,50137;m;1.426,69103;m
278251;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;Nesta data voltamos a utilizar o prisma de ré simples, pois o prisma de melhor qualidade e precisão foi furtado no marco MGTCMT03;Padrão;05/01/2021;10:44;;Vetor Deslocamento;0,46830;m;7.775.359,51753;m;613.613,5028;m;1.426,694;m
279886;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;19/01/2021;10:56;;Vetor Deslocamento;0,46981;m;7.775.359,51573;m;613.613,50297;m;1.426,69087;m
283689;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;Equipe reduzida - COVID-19;;;;21/01/2021;11:00;;;;;;;;;;
281046;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;26/01/2021;11:25;;Vetor Deslocamento;0,47303;m;7.775.359,51210;m;613.613,50143;m;1.426,68977;m
282483;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;Equipe reduzida - COVID-19;;;;29/01/2021;12:00;;;;;;;;;;
285294;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;01/02/2021;12:11;;Vetor Deslocamento;0,47352;m;7.775.359,52380;m;613.613,4968;m;1.426,68413;m
288637;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;Sem acesso;;Sem acesso para instalação do prisma no marco de ré;;26/02/2021;12:11;;;;;;;;;;
291000;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;Sem acesso;;Sem acesso para instalação do prisma no marco de ré;;01/03/2021;11:00;;;;;;;;;;
294310;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;Equipe reduzida - COVID-19;;Topógrafo de férias, sem funcionário para cobrir;;16/03/2021;11:00;;;;;;;;;;
297299;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;05/04/2021;11:24;;Vetor Deslocamento;0,47966;m;7.775.359,52113;m;613.613,49063;m;1.426,68517;m
300359;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;Equipe reduzida - COVID-19;;Profissional afastado, equipe com acumulo de demanda;;28/04/2021;11:30;;;;;;;;;;
305638;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;04/05/2021;11:10;;Vetor Deslocamento;0,48901;m;7.775.359,51373;m;613.613,48520;m;1.426,67977;m
307387;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;21/05/2021;11:54;;Vetor Deslocamento;0,49461;m;7.775.359,52023;m;613.613,477;m;1.426,6754;m
309628;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;Reprovação da leitura;;Monitoramento realizado pela equipe da Cepema com a Estação Total Leica, valores de leitura incompatível;;01/06/2021;10:40;;;;;;;;;;
312743;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;Monitoramento realizado pela equipe da Cepema com a Estação Total Leica;Padrão;21/06/2021;09:52;;Vetor Deslocamento;53,57295;m;7.775.361,0519;m;613.560,73;m;1.420,4319;m
315458;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;05/07/2021;11:02;;Vetor Deslocamento;53,57725;m;7.775.361,0731;m;613.560,7249;m;1.420,4427;m
318558;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;21/07/2021;09:45;;Vetor Deslocamento;53,57701;m;7.775.361,0633;m;613.560,7263;m;1.420,431;m
322454;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;04/08/2021;12:20;;Vetor Deslocamento;53,59614;m;7.775.361,1128;m;613.560,7082;m;1.420,4318;m
324621;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;23/08/2021;10:40;;Vetor Deslocamento;53,59614;m;7.775.361,1128;m;613.560,7082;m;1.420,4318;m
327539;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;10/09/2021;10:20;;Vetor Deslocamento;53,59172;m;7.775.361,0705;m;613.560,7119;m;1.420,429;m
331489;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;21/09/2021;09:50;;Vetor Deslocamento;53,58495;m;7.775.361,0708;m;613.560,7184;m;1.420,4318;m
333446;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;05/10/2021;09:10;;Vetor Deslocamento;53,59299;m;7.775.361,0727;m;613.560,7099;m;1.420,4355;m
338742;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;26/10/2021;09:20;;Vetor Deslocamento;53,59001;m;7.775.361,0752;m;613.560,7137;m;1.420,4294;m
340243;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;17/11/2021;15:30;;Vetor Deslocamento;53,59068;m;7.775.361,0642;m;613.560,7123;m;1.420,4331;m
343471;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE;CMTCVCMTPRI097;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;26/11/2021;09:10;;Vetor Deslocamento;53,58614;m;7.775.361,0635;m;613.560,717;m;1.420,4319;m
83968;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCMTPRI107;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;18/06/2014;00:00;;Vetor Deslocamento;0,00100;m;7.775.279,042;m;613.772,216;m;1.433,945;m
85195;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCMTPRI107;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;15/07/2014;00:00;;Vetor Deslocamento;0,00224;m;7.775.279,042;m;613.772,217;m;1.433,944;m
84751;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCMTPRI107;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;29/07/2014;00:00;;Vetor Deslocamento;0,00224;m;7.775.279,041;m;613.772,216;m;1.433,944;m
85911;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCMTPRI107;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;06/08/2014;00:00;;Vetor Deslocamento;0,00361;m;7.775.279,042;m;613.772,218;m;1.433,943;m
87229;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCMTPRI107;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;11/09/2014;00:00;;Vetor Deslocamento;0,01149;m;7.775.279,038;m;613.772,212;m;1.433,936;m
